MONOMER3O-702	YMR298W	Q03579	ceramide synthase LIP1 component	
G3O-31521-MONOMER	G3O-31521	P47041	Binding partner of Tor2p	
G3O-33982-MONOMER	G3O-33982	P07261	GlyColysis Regulation	
G3O-31756-MONOMER	G3O-31756	P47172	Unknown	
G3O-34211-MONOMER	G3O-34211	Q12350	DnaJ protein Involved in ER-associated Degradation	
G3O-30404-MONOMER	G3O-30404	P43540	Unknown	
G3O-29768-MONOMER	G3O-29768	Q03983	Unknown	
G3O-29537-MONOMER	G3O-29537	Q12300	Restores Glucose Transport	
YDL103C-MONOMER	YDL103C	P43123		
G3O-30789-MONOMER	G3O-30789	P53248	PEroXin	
G3O-31072-MONOMER	G3O-31072	P38758	Topoisomerase I Damage Affected	
G3O-31929-MONOMER	G3O-31929	P36005	Kinase Dead X-talker	
G3O-32181-MONOMER	G3O-32181	Q07950	steryl ester hydrolase 2	
G3O-34386-MONOMER	G3O-34386	P03881	Q0255	
G3O-28818-MONOMER	G3O-28818	P32471	Elongation Factor Beta	
G3O-32321-MONOMER	G3O-32321	Q05779	COenzyme Q	
G3O-32612-MONOMER	G3O-32612	P19880	Yeast AP-1	
YGL190C-MONOMER	YGL190C	Q00362	protein phosphatase 2A regulatory subunit B	
YLR155C-MONOMER	YLR155C	P0CZ17	asparaginase II	
G3O-31214-MONOMER	G3O-31214	P38871	SSP1	
G3O-29790-MONOMER	G3O-29790	Q03466	Est1-like Bcy1 Suppressor	
G3O-28971-MONOMER	G3O-28971	P33893	PETite colonies	
G3O-33022-MONOMER	G3O-33022	Q3E842	Unknown	
G3O-32763-MONOMER	G3O-32763	P50110	Sorting and Assembly Machinery	
YOL065C-MONOMER	YOL065C	Q08227	inositol polyphosphate 5-phosphatase	
G3O-33420-MONOMER	G3O-33420	Q12006	Protein Fatty Acyltransferase	
G3O-30212-MONOMER	G3O-30212	P38555	Yeast Protein Two	
G3O-33168-MONOMER	G3O-33168	P17890	RNA Polymerase C	
G3O-29364-MONOMER	G3O-29364	P25637	Yeast Impact Homolog	
G3O-29932-MONOMER	G3O-29932	Q12359	Ammonia (Ammonium) Transport Outward	
G3O-30631-MONOMER	G3O-30631	P53123	Mitochondrial rRNA Methyl transferase	
G3O-29108-MONOMER	G3O-29108	P38285	Antagonist of Mitotic exit Network	
G3O-33564-MONOMER	G3O-33564	Q12450	Emp24p/Erv25p Related Protein	
G3O-33792-MONOMER	G3O-33792	Q12420	Small NUclear ribonucleoprotein associated	
G3O-31740-MONOMER	G3O-31740	P47156	JmjC domain-containing Histone Demethylase	
G3O-31505-MONOMER	G3O-31505	P47054	NUclear Pore	
G3O-33966-MONOMER	G3O-33966	Q02799	Unknown	
G3O-34195-MONOMER	G3O-34195	Q12284	Essential for Respiration and Viability	
G3O-29751-MONOMER	G3O-29751	Q03771	Unknown	
G3O-30384-MONOMER	G3O-30384	P0CD97	Unknown	
G3O-31056-MONOMER	G3O-31056	P03874	Cytochrome B mRNA Processing	
G3O-29521-MONOMER	G3O-29521	P25037	UBiquitin-specific Protease	
G3O-32164-MONOMER	G3O-32164	Q07897	Complementation of Mcm-10 Suppressor	
G3O-30773-MONOMER	G3O-30773	P53236	Remodel the Structure of Chromatin	
G3O-32581-MONOMER	G3O-32581	Q3E771	Unknown	
G3O-31913-MONOMER	G3O-31913	P36000	clathrin Adaptor Protein complex Large chain	
YLL063C-MONOMER	YLL063C	Q12226	Transacetylase	
G3O-34370-MONOMER	G3O-34370	Q2V2P0	Unknown	
G3O-29774-MONOMER	G3O-29774	Q04006	UnProceSsed	
G3O-32305-MONOMER	G3O-32305	Q06263	VpsTwenty Associated	
G3O-32974-MONOMER	G3O-32974	Q04867	YMR310C	
YGL026C-MONOMER	YGL026C	P00931	tryptophan synthetase	
G3O-33380-MONOMER	G3O-33380	P0CE90	seriPAUperin family	
G3O-31198-MONOMER	G3O-31198	P38859	DNA synthesis defective	
G3O-30196-MONOMER	G3O-30196	P33331	Nuclear Transport Factor	
G3O-28955-MONOMER	G3O-28955	P34222	Peptidyl-Trna Hydrolase	
G3O-29348-MONOMER	G3O-29348	P25359	Ribosomal RNA Processing	
G3O-32742-MONOMER	G3O-32742	P33748	Multicopy suppressor of SNF1 mutation	
G3O-30615-MONOMER	G3O-30615	P53133	Unknown	
G3O-33152-MONOMER	G3O-33152	P53914	Killer toxin REsistant	
G3O-33776-MONOMER	G3O-33776	Q12697	Yeast PARK9	
G3O-29916-MONOMER	G3O-29916	P87287	Unknown	
G3O-31723-MONOMER	G3O-31723	P33303	Succinate-Fumarate Carrier	
G3O-29092-MONOMER	G3O-29092	P38277	Unknown	
G3O-34179-MONOMER	G3O-34179	P30665	MiniChromosome Maintenance	
G3O-33548-MONOMER	G3O-33548	Q08322	seriPAUperin	
G3O-29735-MONOMER	G3O-29735	P17629	HyPerRecombination	
G3O-31489-MONOMER	G3O-31489	P39077	Chaperonin Containing TCP-1	
G3O-31040-MONOMER	G3O-31040	P21957	OverProducer of Inositol	
G3O-33950-MONOMER	G3O-33950	P19657	Plasma Membrane ATPase	
G3O-30341-MONOMER	G3O-30341	P40100	Protoporphyrin Uptake Gene	
G3O-32148-MONOMER	G3O-32148	Q07887	Low Dye Binding	
YCL018W-MONOMER	YCL018W	P04173	3-isopropylmalate dehydrogenase monomer	&beta;-IPM dehydrogenase, &beta;-isopropylmalate dehydrogenase
G3O-29505-MONOMER	G3O-29505	P15436	POLymerase	
G3O-32517-MONOMER	G3O-32517	P0CX21	YRF1-5	
G3O-30757-MONOMER	G3O-30757	P53222	Unknown	
YKL181W-MONOMER	YKL181W	P32895	ribose-phosphate pyrophosphokinase	
G3O-31897-MONOMER	G3O-31897	P14164	ARS-Binding Factor 1	
G3O-32957-MONOMER	G3O-32957	P39112	Deletion of SUV3 Supressor	
G3O-34321-MONOMER	G3O-34321	Q06598	ARsenicals Resistance	
G3O-33364-MONOMER	G3O-33364	P53746	Ferric REductase	
G3O-32289-MONOMER	G3O-32289	P0CE96	Unknown	
G3O-30180-MONOMER	G3O-30180	P39980	Siderophore Iron Transport	
YFL041W-MONOMER	YFL041W	P43561	multicopper oxidase	
G3O-29332-MONOMER	G3O-29332	P25618	Calcofluor White Hypersensitive	
G3O-31182-MONOMER	G3O-31182	P32904	Mitochondrial Ribosomal Protein, Large subunit	
G3O-28939-MONOMER	G3O-28939	P38065	clathrin Adaptor Protein complex Large chain	
G3O-33760-MONOMER	G3O-33760	P32563	Vacuolar pH	
G3O-31707-MONOMER	G3O-31707	P23641	MIR1	
G3O-32726-MONOMER	G3O-32726	P35192	Metal binding ACtivator	
G3O-34163-MONOMER	G3O-34163	P0CX15	YRF1-7	
YNL154C-MONOMER	YNL154C	P23292	casein kinase I	
G3O-29718-MONOMER	G3O-29718	Q04601	Anaphase Promoting Complex	
G3O-33135-MONOMER	G3O-33135	P40312	CYtochrome B	
G3O-31024-MONOMER	G3O-31024	Q2V2P6	Unknown	
G3O-29900-MONOMER	G3O-29900	Q05515	SurVival Factor	
G3O-32132-MONOMER	G3O-32132	Q07824	Transporter of POlyamines	
G3O-29076-MONOMER	G3O-29076	P32605	Mutant U1 Die	
YBR204C-MONOMER	YBR204C	P38139	YBR204C	
G3O-33531-MONOMER	G3O-33531	Q08281	Restriction of Telomere Capping	
G3O-31470-MONOMER	G3O-31470	Q2V2P4	Unknown	
G3O-32501-MONOMER	G3O-32501	Q06204	Unknown	
G3O-33934-MONOMER	G3O-33934	P53686	histone acetyllysine <i>N</i>-acetyltransferase HST2	
YKL060C-MONOMER	YKL060C	P14540	aldolase	
G3O-32941-MONOMER	G3O-32941	P49960	Pre-mRNA Processing	
G3O-30325-MONOMER	G3O-30325	P32657	Chromatin organization modifier, Helicase, and DNA-binding domains	
G3O-33348-MONOMER	G3O-33348	P53734	Dead Box Protein	
G3O-29489-MONOMER	G3O-29489	P50873	Mds1p Related Kinase	
G3O-30164-MONOMER	G3O-30164	P32617	Ino Eighty Subunit	
G3O-30741-MONOMER	G3O-30741	P32334	Multicopy Suppressor of a Budding defect	
G3O-29314-MONOMER	G3O-29314	P0CY09	Hidden Mat Left ALPHA	
G3O-31881-MONOMER	G3O-31881	P36075	Coupling of Ubiquitin conjugation to ER degradation	
G3O-34305-MONOMER	G3O-34305	Q06624	Activation Of Smt3p	
G3O-33744-MONOMER	G3O-33744	Q08689	N-terminal AcetylTransferase	
G3O-31691-MONOMER	G3O-31691	Q00381	clathrin Associated Protein complex Small subunit	
G3O-32273-MONOMER	G3O-32273	P21192	Activator of CUP1 Expression	
G3O-34145-MONOMER	G3O-34145	Q08977	YPL260W	
YER065C-MONOMER	YER065C	P28240	isocitrate lyase	
G3O-30586-MONOMER	G3O-30586	P53153	Long Chronological Lifespan 3	
G3O-31166-MONOMER	G3O-31166	P38832	Unknown	
G3O-29702-MONOMER	G3O-29702	P34730	Brain Modulosignalin Homologue	
G3O-28923-MONOMER	G3O-28923	P38206	(mannosyl)<sub>5</sub>-(<i>N</i>-acetylglucosaminyl)<sub>2</sub>-diphosphodolichol chaperone	requiring fifty-three
G3O-31006-MONOMER	G3O-31006	Q3E740	Unknown	
G3O-32709-MONOMER	G3O-32709	Q03102	Unknown	
G3O-32114-MONOMER	G3O-32114	Q12287	Cytochrome c OXidase	
YMR300C-MONOMER	YMR300C	P04046	phosphoribosylpyrophosphate amidotransferase	Ade4, GPAT
G3O-33119-MONOMER	G3O-33119	P53935	Negatively affects Salt Tolerance	
YBR041W-MONOMER	YBR041W	P38225	fatty acid transporter	
G3O-32485-MONOMER	G3O-32485	Q06412	TOR Unique function Suppressor	
G3O-29884-MONOMER	G3O-29884	P52286	Suppressor of Kinetochore Protein mutant	
G3O-29060-MONOMER	G3O-29060	P38256	Unknown	
YJR117W-MONOMER	YJR117W	P47154	CAAX prenyl protease 1	
G3O-31397-MONOMER	G3O-31397	P0CH08	Ribosomal Protein of the Large subunit	
G3O-33515-MONOMER	G3O-33515	Q08268	MonoCarboxylate transporter Homologue	
G3O-32925-MONOMER	G3O-32925	Q04018	Unknown	
G3O-31440-MONOMER	G3O-31440	P40575	Unknown	
G3O-33332-MONOMER	G3O-33332	P32897	Translocase of the Inner Mitochondrial membrane	
G3O-33915-MONOMER	G3O-33915	Q3E736	Unknown	
G3O-30308-MONOMER	G3O-30308	P40090	Sister Chromatid Cohesion	
G3O-30146-MONOMER	G3O-30146	P39993	Guanine nucleotide Exchange on ARF	
G3O-29473-MONOMER	G3O-29473	Q07379	Unknown	
G3O-29298-MONOMER	G3O-29298	P25569	Glucose Induced Degradation deficient	
G3O-33728-MONOMER	G3O-33728	Q12363	WD repeat containing Transcriptional Modulator	
G3O-30725-MONOMER	G3O-30725	P53059	&alpha;-1,3-mannosyltransferase MMN2	
G3O-31865-MONOMER	G3O-31865	P36088	YKL069W	
G3O-31675-MONOMER	G3O-31675	P37020	Glycerol Ethanol, Ferric requiring	
G3O-34289-MONOMER	G3O-34289	Q06469	Curing of [URe3]	
G3O-34128-MONOMER	G3O-34128	Q12280	IQGAP-related protein	
G3O-30570-MONOMER	G3O-30570	P53166	Mitochondrial RNA Helicase	
G3O-32257-MONOMER	G3O-32257	Q12127	Covalently linked Cell Wall protein	
YEL060C-MONOMER	YEL060C	P09232	vacuolar protease B	
G3O-29685-MONOMER	G3O-29685	P38959	Vacuolar Protein Sorting	
G3O-30937-MONOMER	G3O-30937	P53327	SKI2-Like Helicase	
G3O-31150-MONOMER	G3O-31150	P32468	Cell Division Cycle	
G3O-32095-MONOMER	G3O-32095	Q3E7A0	Unknown	
G3O-28905-MONOMER	G3O-28905	Q3E791	Unknown	
YBL082C-MONOMER	YBL082C	P38179	dolichyl-<em>P</em>-Man:Man<small><sub>5</sub></small>GlcNAc<small><sub>2</sub></small>-<em>PP</em>-dolichol &alpha;-1,3-mannosyltransferase	Dol-PP-GlcNAc2:Man5:Man transferase, Dol-P-Man:Man<sub>5</sub>GlcNAc<sub>2</sub>-PP-Dol mannosyltransferase
G3O-32693-MONOMER	G3O-32693	Q03758	Binds Ubiquitin Ligase	
YMR202W-MONOMER	YMR202W	P32352		
G3O-32468-MONOMER	G3O-32468	P0C2H9	Ribosomal Protein of the Large subunit	
YJR009C-MONOMER	YJR009C	P00358	glyceraldehyde 3-phosphate dehydrogenase	
G3O-33103-MONOMER	G3O-33103	P32047	Multicopy suppressor of LeFlunomide sensitivity	
G3O-29868-MONOMER	G3O-29868	Q06648	GTPase Interactive Component	
G3O-31381-MONOMER	G3O-31381	P40467	Activator of Stress Genes	
G3O-32909-MONOMER	G3O-32909	P14908	Mitochondrial Transcription Factor	
G3O-29044-MONOMER	G3O-29044	P38246	ExtraCellular Mutant	
G3O-33499-MONOMER	G3O-33499	Q99393	Implicated in Zinc Homeostasis	
G3O-33316-MONOMER	G3O-33316	P53824	SNooZe	
G3O-30129-MONOMER	G3O-30129	Q03937	High copy suppressor of rED1	
G3O-31424-MONOMER	G3O-31424	P40563	Altered Inheritance rate of Mitochondria	
G3O-29280-MONOMER	G3O-29280	P25555	G-strand Binding Protein	
G3O-33899-MONOMER	G3O-33899	Q3E824	Unknown	
G3O-33712-MONOMER	G3O-33712	P22139	RNA Polymerase B	
G3O-30291-MONOMER	G3O-30291	P40080	Vps Four-Associated	
G3O-31655-MONOMER	G3O-31655	P46965	Signal Peptidase Complex	
G3O-29457-MONOMER	G3O-29457	Q12389	Dead Box Protein	
G3O-34112-MONOMER	G3O-34112	Q08969	Genes de Respuesta a Estres (spanish for stress responsive genes)	
G3O-30709-MONOMER	G3O-30709	P53070	mitochondrial translation optimization protein 1	
G3O-30553-MONOMER	G3O-30553	P53183	YGL039W	
G3O-31849-MONOMER	G3O-31849	P32801	ELongated Morphology	
G3O-29669-MONOMER	G3O-29669	Q12298	YDR061W	
G3O-34273-MONOMER	G3O-34273	P53390	MEP3	
G3O-33709-MONOMER	G3O-33709	Q08622	GEnetic interactors of Prohibitins	
G3O-32241-MONOMER	G3O-32241	Q12393	GEnetic interactors of Prohibitins	
G3O-31652-MONOMER	G3O-31652	P46957	POLymerase	
YDR453C-MONOMER	YDR453C	Q04120	thioredoxin-peroxidase	
G3O-34109-MONOMER	G3O-34109	P0CX43	Ribosomal Protein of the Large subunit	
G3O-31134-MONOMER	G3O-31134	P38804	Restriction of Telomere Capping	
G3O-28882-MONOMER	G3O-28882	P39552	Multicopy suppressor of Sec Twenty one	
G3O-30550-MONOMER	G3O-30550	P27705	Multicopy Inhibitor of GAL gene expression	
G3O-29666-MONOMER	G3O-29666	Q99220	Yeast OS-9 homolog	
G3O-32677-MONOMER	G3O-32677	P23639	PRoteinase yscE	
YML126C-MONOMER	YML126C	P54839	HmgS	HmgS
G3O-30918-MONOMER	G3O-30918	P53309	Yeast Assembly Polypeptide	
G3O-32056-MONOMER	G3O-32056	P32901	Peptide TRansport	
G3O-33087-MONOMER	G3O-33087	P04840	PORin	
G3O-29852-MONOMER	G3O-29852	Q05541	Non SMC Element	
Q0250-MONOMER	Q0250	P00410	cytochrome c oxidase subunit II	
G3O-32449-MONOMER	G3O-32449	Q12749	Structural Maintenance of Chromosomes	
G3O-29027-MONOMER	G3O-29027	P38081	Unknown	
YJL052W-MONOMER	YJL052W	P00360	glyceraldehyde-3-phosphate dehydrogenase	
G3O-33483-MONOMER	G3O-33483	Q08237	Rna EXonuclease	
G3O-31362-MONOMER	G3O-31362	P40484	Mps One Binder	
G3O-31402-MONOMER	G3O-31402	P40454	Resistant to Rapamycin Deletion	
G3O-33851-MONOMER	G3O-33851	Q08913	Unknown	
G3O-32890-MONOMER	G3O-32890	Q03694	INheritance of Peroxisomes	
G3O-33295-MONOMER	G3O-33295	P42846	KRRI-Interacting protein	
G3O-30275-MONOMER	G3O-30275	P25302	SWItching deficient	
G3O-30107-MONOMER	G3O-30107	Q3E7B7	Unknown	
G3O-29441-MONOMER	G3O-29441	Q12438	GlutaRedoXin	
G3O-29258-MONOMER	G3O-29258	Q3E794	Unknown	
G3O-30693-MONOMER	G3O-30693	P53083	Mitochondrial Distribution and Morphology	
G3O-31833-MONOMER	G3O-31833	P36101	Unknown	
G3O-33693-MONOMER	G3O-33693	P0CX34	Ribosomal Protein of the Small subunit	
G3O-31636-MONOMER	G3O-31636	P08466	NUClease	
G3O-34257-MONOMER	G3O-34257	Q06489	MethylthioRibose-1-phosphate Isomerase	
G3O-34093-MONOMER	G3O-34093	Q08956	Yeast protein Interacting with Glycerol 3-phosphatase	
G3O-32225-MONOMER	G3O-32225	Q08003	Regulator of Free Ubiquitin chains	
G3O-30534-MONOMER	G3O-30534	P12383	Pleiotropic Drug Resistance	
YDR294C-MONOMER	YDR294C	Q05567	sphingoid base phosphate lyase	sphingosine phosphate lyase, dihydrosphingosine phosphate lyase, sphinganine-1-phosphate aldolase
G3O-31118-MONOMER	G3O-31118	P38790	hydroxyacyl-thioester dehydratase	
G3O-29650-MONOMER	G3O-29650	P28817	EHD3	
G3O-30902-MONOMER	G3O-30902	P50078	Target Of Sbf	
G3O-28864-MONOMER	G3O-28864	P39712	FLOcculation	
G3O-32040-MONOMER	G3O-32040	P36156	ExtraCellular Mutant	
G3O-32661-MONOMER	G3O-32661	Q04658	Spore Membrane Assembly	
YML028W-MONOMER	YML028W	P34760	thioredoxin-peroxidase	
MONOMER3O-703	YPL057C	P33300	inositol phosphorylceramide mannosyltransferase catalytic subunit	
G3O-33071-MONOMER	G3O-33071	P53963	Unknown	
G3O-32433-MONOMER	G3O-32433	P23561	STErile	
G3O-29836-MONOMER	G3O-29836	Q05580	Histone E3 Ligase	
YIL172C-MONOMER	YIL172C	P0CW40	alpha glucosidase	
G3O-29011-MONOMER	G3O-29011	P38074	HnRNP MethylTransferase	
G3O-31346-MONOMER	G3O-31346	P40505	Suppressor of Defective Silencing	
G3O-32874-MONOMER	G3O-32874	P15108	HSC82	
G3O-33467-MONOMER	G3O-33467	Q12326	Glycerate PhosphoMutase	
G3O-33835-MONOMER	G3O-33835	Q08873	S. cerevisiae CalPonin	
G3O-33279-MONOMER	G3O-33279	P24867	Pho85 CycLin	
G3O-30259-MONOMER	G3O-30259	P40060	Ino Eighty Subunit	
G3O-30043-MONOMER	G3O-30043	Q04431	KRE28	
G3O-29224-MONOMER	G3O-29224	Q3E7Y4	Unknown	
G3O-29424-MONOMER	G3O-29424	Q2V2Q1	Antisense of Depressing Factor	
G3O-33677-MONOMER	G3O-33677	Q99189	Mrna TRansport defective	
G3O-30677-MONOMER	G3O-30677	P53095	D-serine dehydratase	
G3O-31817-MONOMER	G3O-31817	P28495	CAPping	
G3O-31620-MONOMER	G3O-31620	P32944	Saccharomyces WEe1	
G3O-34077-MONOMER	G3O-34077	Q08924	Regulator of Ty1 Transposition	
G3O-34241-MONOMER	G3O-34241	Q06091	Synthetic lethal to prp NineTeen mutation	
G3O-30501-MONOMER	G3O-30501	P0CX45	Ribosomal Protein of the Large subunit	
YDR147W-MONOMER	YDR147W	Q03764	ethanolamine kinase	
G3O-29634-MONOMER	G3O-29634	Q12248	Duo1 And Dam1 interacting	
G3O-31102-MONOMER	G3O-31102	P37898	Arginine/alanine AminoPeptidase	
G3O-32212-MONOMER	G3O-32212	Q12205	MaNnosidase-Like protein	
G3O-30885-MONOMER	G3O-30885	P42935	ELongator Protein	
G3O-32024-MONOMER	G3O-32024	Q00246	Ras HOmolog	
G3O-28848-MONOMER	G3O-28848	P13365	CycLiN	
MONOMER3O-46	G3O-7	P22217	reduced thioredoxin 1	ThioRedoXin
G3O-32645-MONOMER	G3O-32645	Q04697	Glucose Signaling Factor	
YLR330W-MONOMER	YLR330W	Q12114	chitin synthase III	
G3O-32417-MONOMER	G3O-32417	P05317	Ribosomal Protein P0	
YIL053W-MONOMER	YIL053W	P41277	DL-glycerol-3-phosphatase	
G3O-33055-MONOMER	G3O-33055	P32588	PolyUridylate Binding	
G3O-31329-MONOMER	G3O-31329	Q00916	SNP1	
G3O-29820-MONOMER	G3O-29820	Q03785	Viable in a Hal3 Sit4 background	
G3O-32858-MONOMER	G3O-32858	P40969	CEntromere Protein	
G3O-33450-MONOMER	G3O-33450	Q08204	Structural Maintenance of Chromosomes	
G3O-33263-MONOMER	G3O-33263	P53841	Bypass of Stop Codon	
G3O-33819-MONOMER	G3O-33819	P12689	REVersionless	
G3O-30243-MONOMER	G3O-30243	P40045	Topoisomerase I Damage Affected	
G3O-30027-MONOMER	G3O-30027	Q04399	Grand Meiotic recombination Cluster	
G3O-29394-MONOMER	G3O-29394	P25606	Unknown	
G3O-29204-MONOMER	G3O-29204	P38150	Unknown	
G3O-33660-MONOMER	G3O-33660	Q12242	Rsp5-Ubp2 interacting Protein	
G3O-30661-MONOMER	G3O-30661	P22147	eXoRiboNuclease	
G3O-31604-MONOMER	G3O-31604	P06244	Takashi's Protein Kinase	
G3O-31800-MONOMER	G3O-31800	P57744	Translocase of the Inner Mitochondrial membrane	
G3O-34061-MONOMER	G3O-34061	Q12529	SET domain-containing	
G3O-34225-MONOMER	G3O-34225	Q06817	Glycyl-tRNA Synthase	
G3O-30484-MONOMER	G3O-30484	P43609	Remodel the Structure of Chromatin	
YDL232W-MONOMER	YDL232W	Q99380	oligosaccharyl transferase complex OST4 subunit	
G3O-29617-MONOMER	G3O-29617	P35688	Lim-RhoGap homolog	
G3O-31086-MONOMER	G3O-31086	P23968	Vacuolar Membrane Atpase	
G3O-30869-MONOMER	G3O-30869	P53295	RiBosome interacting Gtpase	
G3O-32195-MONOMER	G3O-32195	Q07986	Unknown	
G3O-28832-MONOMER	G3O-28832	P31386	Alpha Tubulin Suppressor	
G3O-32008-MONOMER	G3O-32008	P36130	CCR4 Associated Factor	
MONOMER3O-39567	G3O-42696	P0C2I7	Transposon Ty1-LR4 Gag-Pol polyprotein	
G3O-32626-MONOMER	G3O-32626	P02407	Ribosomal Protein of the Small subunit	
G3O-32401-MONOMER	G3O-32401	Q06162	Non-essential Kinetochore Protein	
YLR239C-MONOMER	YLR239C	Q06005	octanoyl transferase	
YHR144C-MONOMER	YHR144C	P06773	deoxycytidylate deaminase	
G3O-29804-MONOMER	G3O-29804	P02293	Histone h Two B	
G3O-31313-MONOMER	G3O-31313	P40531	Golgi Vesicle Protein	
G3O-33037-MONOMER	G3O-33037	Q3E782	Unknown	
G3O-32842-MONOMER	G3O-32842	P28625	Unknown	
G3O-33434-MONOMER	G3O-33434	Q08144	T-snare affecting a Late Golgi compartment	
G3O-33803-MONOMER	G3O-33803	P19524	MYOsin	
YPR035W-MONOMER	YPR035W	P32288	glutamine synthetase subunit	GOGAT
G3O-33247-MONOMER	G3O-33247	P12753	RADiation sensitive	
G3O-30227-MONOMER	G3O-30227	P39101	CAJ1	
G3O-29378-MONOMER	G3O-29378	P25649	Ada Histone acetyltransferase complex Component	
G3O-30011-MONOMER	G3O-30011	Q03390	Vacuolar Protein Sorting	
G3O-30645-MONOMER	G3O-30645	P50113	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	holo-[LYS2 peptidyl-carrier-protein] synthase
G3O-29188-MONOMER	G3O-29188	P38344	REquired for Isotropic bud growth	
G3O-33644-MONOMER	G3O-33644	Q99394	TRapp Subunit	
G3O-31754-MONOMER	G3O-31754	P47170	Increased Minichromosome Loss	
G3O-34209-MONOMER	G3O-34209	Q99177	Bad Response to Refrigeration	
G3O-31588-MONOMER	G3O-31588	P47009	YJL144W	
G3O-29766-MONOMER	G3O-29766	P21734	UBiquitin-Conjugating	
G3O-34045-MONOMER	G3O-34045	Q12036	Phosphopantetheine:Protein Transferase	
G3O-30468-MONOMER	G3O-30468	P43597	Unknown	
YDL093W-MONOMER	YDL093W	P52867	dolichyl phosphate-D-mannose:protein O-D-mannosyltransferase	
G3O-29600-MONOMER	G3O-29600	Q07648	D-Tyr-tRNA(Tyr) Deacylase	
G3O-31070-MONOMER	G3O-31070	P08539	G Protein Alpha subunit	
G3O-30853-MONOMER	G3O-30853	P48237	COB and COX1 mRNA maturation	
G3O-32179-MONOMER	G3O-32179	Q12445	POre Membrane	
G3O-31992-MONOMER	G3O-31992	P36112	Formation of Crista Junctions	
G3O-28816-MONOMER	G3O-28816	P34111	Transcription Factor class C	
G3O-32610-MONOMER	G3O-32610	Q04235	tRNA wybutosine-synthesizing protein 2	tRNA 4-demethylwyosine &alpha;-amino-&alpha;-carboxypropyltransferase
G3O-32384-MONOMER	G3O-32384	P46943	Gtpase of Unknown Function	
YLR151C-MONOMER	YLR151C	Q12524	peroxisomal nudix hydrolase	
YHR043C-MONOMER	YHR043C	P38773	2-deoxyglucose-6-phosphate phosphatase	
G3O-31297-MONOMER	G3O-31297	Q01852	Translocase of the Inner Mitochondrial membrane	
G3O-29788-MONOMER	G3O-29788	O13525	COenzyme Q	
G3O-32826-MONOMER	G3O-32826	P32841	RECombination	
G3O-33010-MONOMER	G3O-33010	Q3E843	Unknown	
YPL091W-MONOMER	YPL091W	P41921	glutathione oxidoreductase	
G3O-33418-MONOMER	G3O-33418	P20052	PHOsphate metabolism	
G3O-33231-MONOMER	G3O-33231	P53860	Pleiotropic Drug Resistance	
G3O-30210-MONOMER	G3O-30210	P40018	SM complex B protein	
G3O-29362-MONOMER	G3O-29362	P25355	Copper TRansport protein	
G3O-29995-MONOMER	G3O-29995	Q03322	T-snare affecting a Late Golgi compartment	
G3O-29172-MONOMER	G3O-29172	P38142	YBR241C	
G3O-30629-MONOMER	G3O-30629	P53124	Pho85 CycLin	
G3O-33790-MONOMER	G3O-33790	Q08777	MonoCarboxylate transporter Homologue	
G3O-33628-MONOMER	G3O-33628	P40994	ADP-Ribosylation Factor	
G3O-31738-MONOMER	G3O-31738	P47153	Topoisomerase I Damage Affected	
G3O-31572-MONOMER	G3O-31572	P47022	Unknown	
G3O-34193-MONOMER	G3O-34193	Q12406	Actin-Related Protein	
G3O-34029-MONOMER	G3O-34029	Q03029	SPOrulation	
G3O-29749-MONOMER	G3O-29749	P46674	Suppressor of ACtin	
G3O-30452-MONOMER	G3O-30452	P25808	Suppressor of PAB1	
G3O-29584-MONOMER	G3O-29584	P26188	O-6-MethylGuanine-DNA methylTransferase	
G3O-31054-MONOMER	G3O-31054	P38735	Vacuolar Multidrug Resistance	
G3O-30836-MONOMER	G3O-30836	P53278	Unknown	
G3O-32162-MONOMER	G3O-32162	Q07895	Unknown	
G3O-32579-MONOMER	G3O-32579	P0CY05	Unknown	
G3O-31976-MONOMER	G3O-31976	P36032	MonoCarboxylate transporter Homologue	
YLL060C-MONOMER	YLL060C	Q12390	glutathione transferase 2	
MONOMER3O-232	YMR015C	P54781	sterol C-22 desaturase	
G3O-32368-MONOMER	G3O-32368	P22214	SECretory	
G3O-29772-MONOMER	G3O-29772	Q04004	Phosducin-Like Protein	
YGR267C-MONOMER	YGR267C	P51601	GTP-cyclohydrolase I	
G3O-32972-MONOMER	G3O-32972	P32337	Protein Secretion Enhancer	
G3O-33378-MONOMER	G3O-33378	P52923	Apoptosis-Inducing Factor	
G3O-31281-MONOMER	G3O-31281	P40560	Unknown	
G3O-32810-MONOMER	G3O-32810	Q04472	Mitochondrial Genome Required	
G3O-30194-MONOMER	G3O-30194	P39937	Protein required in the Absence of Cin8p	
YOR317W-MONOMER	YOR317W	P30624	long chain fatty acyl:CoA synthetase	
G3O-29346-MONOMER	G3O-29346	P25356	Beige Protein Homolog	
G3O-33215-MONOMER	G3O-33215	P40150	Stress-Seventy subfamily B	
G3O-30613-MONOMER	G3O-30613	P12904	Sucrose NonFermenting	
G3O-29979-MONOMER	G3O-29979	Q02336	transcriptional ADAptor	
G3O-33774-MONOMER	G3O-33774	Q12012	Unknown	
G3O-29156-MONOMER	G3O-29156	P38318	Unknown	
G3O-31721-MONOMER	G3O-31721	P21190	Inducer of MEiosis	
G3O-33612-MONOMER	G3O-33612	P41834	Unknown Function Essential	
